tpep_pickup_datetime,PULocationID,DOLocationID,trip_distance,passenger_count,fare_amount,congestion_surcharge
2024-04-03 03:13:43,103,60,8.33,1,23.37,0.0
2024-04-21 06:44:50,60,78,13.86,5,43.0,2.75
2024-04-11 13:28:15,86,23,4.48,1,18.2,0.0
2024-04-21 16:05:54,255,185,12.81,1,37.21,0.0
2024-04-02 13:01:12,165,35,1.69,1,6.93,2.75
2024-04-09 21:17:16,167,1,6.41,2,23.5,2.75
2024-04-14 00:48:01,84,105,4.47,2,14.18,0.0
2024-04-25 07:20:21,202,176,1.57,1,7.87,0.0
2024-04-10 01:04:34,90,49,1.84,1,11.65,2.75
2024-04-30 12:45:03,89,168,2.85,3,12.5,0.0
2024-04-16 18:00:28,120,158,5.99,1,20.89,0.0
2024-04-08 03:47:47,156,21,7.7,2,28.81,2.75
2024-04-14 04:20:48,188,105,4.02,1,14.85,2.75
2024-04-25 17:13:39,188,121,4.98,1,17.17,2.75
2024-04-11 03:50:44,262,192,1.57,5,5.1,2.75
2024-04-06 13:20:47,52,229,5.23,1,19.89,2.75
2024-04-20 18:25:23,140,181,3.75,1,17.84,0.0
2024-04-13 19:37:27,19,225,1.38,1,3.0,0.0
2024-04-11 21:05:03,75,234,11.0,1,33.82,0.0
2024-04-02 11:39:51,230,218,3.02,4,11.39,2.75
2024-04-30 08:36:22,130,211,6.04,1,18.87,2.75
2024-04-12 18:30:26,55,99,3.11,1,13.43,2.75
2024-04-20 04:54:40,100,109,9.96,1,33.62,2.75
2024-04-23 01:14:39,69,253,1.03,2,6.4,0.0
2024-04-28 05:50:39,17,12,3.26,1,15.95,0.0
2024-04-02 05:50:50,116,118,0.59,1,4.92,2.75
2024-04-27 06:17:22,152,88,1.27,1,5.23,2.75
2024-04-30 08:24:53,116,209,1.65,1,5.15,2.75
2024-04-28 12:52:06,30,130,2.74,1,11.67,0.0
2024-04-23 22:58:29,51,183,6.51,3,19.79,0.0
2024-04-02 08:19:41,60,83,2.7,1,12.08,2.75
2024-04-18 14:41:41,229,254,3.38,1,11.68,0.0
2024-04-19 18:03:17,259,5,9.52,2,26.97,0.0
2024-04-26 19:54:20,5,24,5.44,1,20.85,2.75
2024-04-21 13:57:06,28,121,0.68,1,5.68,2.75
2024-04-23 02:53:41,254,95,1.18,2,7.64,2.75
2024-04-14 21:09:46,231,224,0.64,1,3.0,2.75
2024-04-24 07:34:44,200,239,0.75,3,7.41,2.75
2024-04-29 10:33:04,46,227,1.95,1,12.06,2.75
2024-04-17 09:56:15,28,142,5.06,1,15.73,0.0
2024-04-09 10:45:03,7,51,1.48,1,7.72,0.0
2024-04-25 19:14:26,232,145,2.24,2,8.44,0.0
2024-04-18 12:58:56,199,52,2.25,3,8.43,2.75
2024-04-21 09:00:27,94,12,3.62,1,13.91,2.75
2024-04-02 10:28:43,82,95,8.32,3,26.28,0.0
2024-04-11 20:01:33,88,129,14.81,4,46.59,2.75
2024-04-14 02:19:25,186,11,3.75,2,17.71,2.75
2024-04-03 01:31:14,243,92,2.96,2,8.81,2.75
2024-04-30 00:57:59,68,9,4.51,1,16.71,0.0
2024-04-23 08:36:00,187,123,4.36,1,20.17,2.75
2024-04-02 12:29:33,239,119,3.1,1,11.9,2.75
2024-04-02 08:01:34,218,190,5.17,1,19.45,0.0
2024-04-24 09:12:00,108,56,2.87,1,9.59,0.0
2024-04-08 12:05:07,38,196,20.25,3,61.5,2.75
2024-04-26 00:47:58,10,23,0.68,1,3.0,2.75
2024-04-02 15:19:24,26,245,2.55,1,10.33,0.0
2024-04-17 12:13:08,48,260,2.27,1,12.97,2.75
2024-04-24 22:15:59,14,231,5.65,5,20.72,2.75
2024-04-28 09:03:18,100,210,1.24,4,6.56,2.75
2024-04-26 15:19:27,187,162,2.49,1,9.14,2.75
2024-04-28 05:07:11,12,170,4.69,1,15.59,2.75
2024-04-08 23:39:04,167,227,3.74,1,12.05,0.0
2024-04-08 23:08:25,122,43,3.26,1,10.85,0.0
2024-04-24 00:32:53,95,195,2.5,1,11.02,0.0
2024-04-17 08:54:26,25,12,5.38,1,23.5,2.75
2024-04-06 03:38:21,17,62,4.14,1,16.65,2.75
2024-04-25 16:43:03,29,17,7.77,1,24.78,2.75
2024-04-13 04:23:10,72,26,5.12,1,16.33,2.75
2024-04-13 08:17:26,250,45,1.03,2,3.92,0.0
2024-04-22 15:39:45,144,145,3.88,1,18.72,0.0
2024-04-13 19:05:34,223,65,0.66,3,6.31,2.75
2024-04-19 07:53:13,75,68,2.21,4,9.95,0.0
2024-04-21 21:00:49,102,96,2.36,1,11.87,2.75
2024-04-15 04:11:05,20,60,7.26,1,25.69,0.0
2024-04-27 13:22:24,117,257,1.2,2,3.0,2.75
2024-04-02 20:07:03,174,19,4.11,1,12.76,0.0
2024-04-17 16:26:18,173,33,1.25,1,8.56,2.75
2024-04-06 18:34:23,4,91,10.89,1,39.52,2.75
2024-04-05 06:07:34,148,238,3.14,1,14.6,2.75
2024-04-27 23:55:14,114,24,4.81,1,16.85,2.75
2024-04-18 06:39:45,167,227,4.14,3,15.97,2.75
2024-04-10 05:24:39,118,6,1.77,1,5.92,2.75
2024-04-08 16:27:56,100,58,8.6,1,29.18,2.75
2024-04-27 19:38:35,175,100,3.95,1,14.88,0.0
2024-04-30 20:05:13,159,122,3.0,1,11.52,2.75
2024-04-16 00:21:26,227,157,3.13,2,13.25,0.0
2024-04-27 19:55:36,38,201,8.25,1,27.58,2.75
2024-04-23 01:15:24,198,225,0.71,1,3.0,2.75
2024-04-28 08:01:04,136,151,2.22,1,7.96,0.0
2024-04-15 21:15:25,104,257,6.95,1,22.0,2.75
2024-04-18 17:47:55,193,81,0.63,1,4.1,2.75
2024-04-06 04:43:02,250,100,4.07,1,15.34,2.75
2024-04-14 13:43:42,13,105,2.31,1,10.28,0.0
2024-04-29 23:29:31,55,252,1.3,4,5.98,2.75
2024-04-12 12:42:41,85,133,3.81,1,13.7,2.75
2024-04-08 17:05:26,109,99,6.72,1,17.96,2.75
2024-04-08 12:19:10,43,178,2.7,1,12.73,2.75
2024-04-02 09:00:34,71,132,1.06,1,6.03,2.75
2024-04-20 15:56:45,59,199,1.78,1,7.5,0.0
2024-04-21 07:17:16,44,193,14.44,1,45.22,2.75
2024-04-04 07:07:01,14,208,0.91,4,3.0,2.75
2024-04-01 15:26:49,112,57,1.11,2,9.78,2.75
2024-04-03 15:18:17,228,262,16.68,1,51.24,2.75
2024-04-12 06:36:05,169,230,7.98,2,23.26,0.0
2024-04-13 11:53:20,246,142,4.8,4,16.55,2.75
2024-04-12 20:55:15,243,63,1.07,1,5.78,2.75
2024-04-17 15:35:33,158,118,1.46,1,9.13,2.75
2024-04-27 09:40:30,18,245,1.2,1,5.81,0.0
2024-04-06 08:07:23,83,136,3.99,1,13.96,2.75
2024-04-24 19:54:12,231,96,2.28,1,7.81,0.0
2024-04-23 23:33:08,253,225,0.67,1,3.0,2.75
2024-04-03 21:50:51,167,8,1.71,1,4.98,2.75
2024-04-01 00:50:51,42,14,7.4,1,25.81,2.75
2024-04-21 06:51:23,249,24,6.06,1,21.59,2.75
2024-04-12 15:04:06,248,192,4.11,1,16.76,2.75
2024-04-20 05:08:19,20,241,0.81,1,4.59,2.75
2024-04-12 05:52:05,42,25,8.0,5,29.52,2.75
2024-04-03 04:36:47,87,129,3.18,1,10.19,2.75
2024-04-06 04:49:55,261,87,2.89,2,10.3,2.75
2024-04-11 23:46:37,240,233,10.02,1,32.35,0.0
2024-04-30 15:07:26,167,56,0.53,1,3.86,2.75
2024-04-15 14:06:26,219,190,3.34,1,10.87,2.75
2024-04-26 02:57:55,133,28,5.98,1,18.45,2.75
2024-04-14 05:30:52,207,29,0.73,3,3.0,2.75
2024-04-03 13:54:26,51,172,2.05,1,11.79,2.75
2024-04-14 03:20:48,106,38,13.78,1,43.87,0.0
2024-04-20 01:25:11,184,27,1.33,1,5.77,2.75
2024-04-17 03:04:30,201,136,3.15,2,10.36,2.75
2024-04-25 14:23:23,11,236,5.3,2,18.58,0.0
2024-04-17 11:21:26,254,245,2.23,1,8.87,2.75
2024-04-03 02:51:02,150,85,2.33,1,12.95,2.75
2024-04-29 20:05:18,96,13,0.73,2,3.72,2.75
2024-04-02 03:50:35,106,58,1.24,3,5.59,2.75
2024-04-29 15:40:48,143,259,7.94,2,27.85,2.75
2024-04-23 00:13:45,166,100,6.47,1,23.24,2.75
2024-04-09 16:23:21,1,104,1.77,2,5.4,0.0
2024-04-10 07:08:48,46,261,2.18,1,10.1,2.75
2024-04-13 01:47:13,242,66,2.53,1,12.51,2.75
2024-04-27 07:46:39,3,89,1.99,3,11.36,2.75
2024-04-20 19:29:01,142,88,4.21,1,12.67,0.0
2024-04-07 03:05:25,61,5,0.55,1,4.08,0.0
2024-04-13 08:50:32,225,144,7.93,5,24.11,2.75
2024-04-03 01:03:35,170,117,1.75,4,9.47,2.75
2024-04-03 04:07:08,134,205,7.71,2,25.94,2.75
2024-04-29 14:19:44,41,75,2.62,1,12.76,2.75
2024-04-05 16:58:36,231,80,5.74,2,20.79,2.75
2024-04-30 10:33:10,226,18,6.62,1,20.54,0.0
2024-04-07 06:20:52,139,217,1.75,1,7.91,2.75
2024-04-20 12:24:53,110,102,4.08,1,13.24,2.75
2024-04-28 04:45:16,57,132,3.77,1,11.66,0.0
2024-04-26 01:12:47,123,58,2.76,1,9.75,2.75
2024-04-23 00:54:10,240,112,2.72,1,11.04,2.75
2024-04-02 16:05:56,86,85,1.77,1,5.88,2.75
2024-04-03 08:37:41,176,116,1.8,1,8.15,2.75
2024-04-05 02:46:52,63,162,3.28,1,9.64,2.75
2024-04-01 02:37:15,39,206,0.61,1,3.0,2.75
2024-04-06 04:19:16,138,68,10.0,1,36.07,2.75
2024-04-21 05:33:34,241,248,4.17,2,14.19,2.75
2024-04-01 21:53:01,226,57,2.55,1,9.75,2.75
2024-04-27 11:43:47,206,165,0.72,3,3.93,2.75
2024-04-27 03:02:28,164,166,3.98,1,15.46,0.0
2024-04-27 21:27:39,27,4,0.56,1,4.5,2.75
2024-04-28 19:33:35,183,106,4.49,1,17.75,2.75
2024-04-09 20:15:21,198,108,0.76,1,5.34,2.75
2024-04-21 03:06:23,107,170,4.24,1,15.18,2.75
2024-04-14 12:55:48,189,54,2.32,2,11.48,2.75
2024-04-30 21:15:15,36,166,4.3,1,14.65,2.75
2024-04-18 09:55:44,85,254,1.02,1,5.45,2.75
2024-04-13 19:41:17,155,154,0.94,1,4.82,0.0
2024-04-18 21:02:28,169,128,1.49,1,9.71,2.75
2024-04-04 08:13:10,35,76,2.36,1,10.25,2.75
2024-04-11 07:23:37,184,221,1.52,1,7.19,0.0
2024-04-17 07:20:36,99,123,0.8,1,3.0,2.75
2024-04-19 23:54:09,237,25,1.88,1,8.86,2.75
2024-04-08 12:40:19,122,106,4.78,1,18.24,0.0
2024-04-30 06:55:26,23,106,3.56,1,15.01,2.75
2024-04-11 06:27:05,63,103,12.07,3,38.31,2.75
2024-04-04 03:32:47,150,14,2.5,1,11.3,0.0
2024-04-03 05:07:12,195,133,1.92,1,9.17,2.75
2024-04-16 15:44:55,80,22,4.64,1,12.36,2.75
2024-04-25 09:11:32,153,75,2.36,1,11.82,2.75
2024-04-19 09:27:08,17,244,3.87,3,13.78,2.75
2024-04-13 17:42:47,39,256,10.73,5,35.16,2.75
2024-04-27 10:58:23,202,146,2.92,5,10.01,0.0
