Date/Time,city,Lat,Lon,zone_landmark,Base
2024-04-01 18:55:48,chennai,13.059856,80.274683,chennai_central,OLA_BIKE_02
2024-04-22 03:07:45,chennai,13.096281,80.305501,chennai_central,OLA_BIKE_01
2024-04-03 23:15:08,chennai,12.962249,80.240412,omr_it_corridor,RAPIDO_01
2024-04-10 07:13:11,chennai,13.053026,80.259783,t_nagar,RAPIDO_01
2024-04-11 09:09:02,chennai,12.949671,80.254268,omr_it_corridor,OLA_BIKE_01
2024-04-26 12:08:02,chennai,13.063734,80.230366,t_nagar,OLA_BIKE_02
2024-04-07 23:52:45,chennai,12.961102,80.232478,velachery,RAPIDO_01
2024-04-22 15:42:08,chennai,12.990554,80.219855,guindy_kathipara,OLA_BIKE_02
2024-04-30 14:24:49,chennai,12.988388,80.236798,omr_it_corridor,OLA_BIKE_01
2024-04-21 12:36:55,chennai,13.102596,80.280169,chennai_central,RAPIDO_01
2024-04-24 18:59:15,chennai,13.099332,80.260952,chennai_central,OLA_BIKE_02
2024-04-10 07:51:29,chennai,13.049281,80.237733,t_nagar,OLA_AUTO_01
2024-04-18 10:59:09,chennai,12.955073,80.239021,omr_it_corridor,OLA_AUTO_01
2024-04-27 16:23:33,chennai,13.089613,80.253826,chennai_central,OLA_AUTO_01
2024-04-16 18:48:35,chennai,13.027383,80.214944,t_nagar,RAPIDO_01
2024-04-15 03:00:05,chennai,13.075692,80.214394,cmbt_anna_nagar,RAPIDO_01
2024-04-04 03:30:36,chennai,13.076622,80.289865,chennai_central,OLA_BIKE_01
2024-04-25 06:05:05,chennai,13.067672,80.217797,cmbt_anna_nagar,OLA_AUTO_01
2024-04-27 14:43:55,chennai,13.080596,80.208528,cmbt_anna_nagar,OLA_BIKE_01
2024-04-03 06:39:29,chennai,13.014912,80.162483,guindy_kathipara,OLA_BIKE_01
2024-04-15 17:15:41,chennai,13.059347,80.20916,cmbt_anna_nagar,RAPIDO_01
2024-04-13 02:46:37,chennai,13.08003,80.249278,chennai_central,OLA_BIKE_02
2024-04-19 08:06:38,chennai,13.106762,80.253321,chennai_central,OLA_AUTO_01
2024-04-30 22:03:51,chennai,13.076312,80.28795,chennai_central,OLA_AUTO_01
2024-04-07 12:51:25,chennai,13.074599,80.257682,chennai_central,OLA_BIKE_01
2024-04-17 05:28:27,chennai,13.046469,80.222953,t_nagar,OLA_BIKE_02
2024-04-16 04:22:16,chennai,13.011438,80.209696,guindy_kathipara,OLA_AUTO_01
2024-04-12 15:48:13,chennai,13.046351,80.251785,t_nagar,OLA_BIKE_01
2024-04-07 17:04:39,chennai,13.03717,80.226539,t_nagar,OLA_BIKE_01
2024-04-01 06:27:27,chennai,13.005674,80.159554,guindy_kathipara,OLA_AUTO_01
2024-04-13 10:01:16,chennai,13.085264,80.265755,chennai_central,RAPIDO_01
2024-04-16 07:28:25,chennai,12.969089,80.230855,omr_it_corridor,OLA_BIKE_02
2024-04-21 11:00:40,chennai,13.057943,80.230984,t_nagar,OLA_BIKE_01
2024-04-30 06:37:47,chennai,13.095027,80.202488,cmbt_anna_nagar,OLA_BIKE_01
2024-04-15 20:59:20,chennai,12.9806,80.197372,velachery,OLA_AUTO_01
2024-04-19 15:28:28,chennai,12.948642,80.217596,velachery,OLA_AUTO_01
2024-04-22 19:57:02,chennai,13.082459,80.269257,chennai_central,RAPIDO_01
2024-04-12 07:52:12,chennai,13.08153,80.204076,cmbt_anna_nagar,RAPIDO_01
2024-04-17 11:57:52,chennai,13.049904,80.260858,t_nagar,OLA_BIKE_02
2024-04-01 13:36:24,chennai,13.037749,80.218417,guindy_kathipara,RAPIDO_01
2024-04-28 18:41:10,chennai,13.057548,80.225863,cmbt_anna_nagar,OLA_BIKE_01
2024-04-28 08:04:24,chennai,12.987458,80.219189,velachery,OLA_BIKE_01
2024-04-18 09:53:04,chennai,12.986127,80.226102,velachery,RAPIDO_01
2024-04-24 12:54:03,chennai,13.082523,80.274499,chennai_central,OLA_AUTO_01
2024-04-26 19:41:59,chennai,12.957851,80.216704,omr_it_corridor,RAPIDO_01
2024-04-21 06:42:06,chennai,13.062471,80.223855,cmbt_anna_nagar,RAPIDO_01
2024-04-02 13:52:10,chennai,13.07039,80.247757,chennai_central,RAPIDO_01
2024-04-30 20:05:06,chennai,13.066402,80.202959,cmbt_anna_nagar,OLA_AUTO_01
2024-04-21 02:31:35,chennai,13.024891,80.199823,guindy_kathipara,OLA_AUTO_01
2024-04-25 10:25:38,chennai,12.947326,80.266526,omr_it_corridor,OLA_BIKE_01
2024-04-07 18:49:06,chennai,12.978919,80.215502,velachery,OLA_AUTO_01
2024-04-25 10:03:38,chennai,13.088525,80.270875,chennai_central,OLA_BIKE_01
2024-04-26 19:56:25,chennai,13.033192,80.225899,t_nagar,OLA_AUTO_01
2024-04-04 08:16:38,chennai,13.026958,80.227054,t_nagar,OLA_BIKE_01
2024-04-22 08:03:20,chennai,12.975664,80.257844,omr_it_corridor,RAPIDO_01
2024-04-13 11:45:11,chennai,13.082889,80.207626,cmbt_anna_nagar,RAPIDO_01
2024-04-12 12:41:47,chennai,12.952098,80.25024,omr_it_corridor,OLA_AUTO_01
2024-04-05 01:34:39,chennai,12.9584,80.233176,velachery,RAPIDO_01
2024-04-22 15:30:30,chennai,13.087724,80.266722,chennai_central,OLA_BIKE_02
2024-04-06 15:59:30,chennai,13.011926,80.196882,guindy_kathipara,OLA_BIKE_01
2024-04-24 17:38:51,chennai,12.977264,80.223923,velachery,OLA_BIKE_02
2024-04-16 07:08:05,chennai,12.978499,80.251641,omr_it_corridor,OLA_BIKE_02
2024-04-25 13:21:30,chennai,13.097584,80.215997,cmbt_anna_nagar,RAPIDO_01
2024-04-27 14:33:36,chennai,13.084312,80.217822,cmbt_anna_nagar,RAPIDO_01
2024-04-06 16:27:14,chennai,12.979139,80.215282,velachery,OLA_AUTO_01
2024-04-23 13:11:00,chennai,13.068108,80.202266,cmbt_anna_nagar,RAPIDO_01
2024-04-02 14:39:42,chennai,12.968644,80.229029,velachery,OLA_BIKE_01
2024-04-18 14:31:41,chennai,13.005919,80.189812,guindy_kathipara,OLA_AUTO_01
2024-04-14 23:15:14,chennai,12.962525,80.239491,omr_it_corridor,OLA_AUTO_01
2024-04-03 03:07:44,chennai,13.071674,80.292707,chennai_central,OLA_BIKE_01
2024-04-03 11:27:00,chennai,13.082766,80.198223,cmbt_anna_nagar,OLA_AUTO_01
2024-04-23 20:03:10,chennai,13.062753,80.272012,chennai_central,OLA_BIKE_01
2024-04-11 09:17:01,chennai,13.048017,80.224326,t_nagar,OLA_BIKE_01
2024-04-20 14:41:30,chennai,13.084383,80.254329,chennai_central,OLA_BIKE_02
2024-04-14 12:22:32,chennai,12.961748,80.26057,omr_it_corridor,RAPIDO_01
2024-04-27 19:22:01,chennai,13.038998,80.224436,t_nagar,OLA_AUTO_01
2024-04-02 10:00:09,chennai,12.991106,80.223667,velachery,OLA_BIKE_01
2024-04-24 08:11:56,chennai,13.078963,80.197116,cmbt_anna_nagar,OLA_BIKE_02
2024-04-28 04:59:30,chennai,13.068913,80.277102,chennai_central,RAPIDO_01
2024-04-09 21:46:38,chennai,13.015904,80.202002,guindy_kathipara,RAPIDO_01
2024-04-13 17:09:51,chennai,13.080319,80.279524,chennai_central,OLA_BIKE_01
2024-04-11 02:52:51,chennai,13.065684,80.271838,chennai_central,RAPIDO_01
2024-04-17 21:32:13,chennai,12.975207,80.22692,velachery,OLA_BIKE_01
2024-04-14 08:40:54,chennai,13.090747,80.20398,cmbt_anna_nagar,OLA_BIKE_02
2024-04-12 06:25:48,chennai,13.064053,80.21783,t_nagar,OLA_BIKE_01
2024-04-15 01:04:35,chennai,12.958782,80.257171,omr_it_corridor,OLA_AUTO_01
2024-04-24 09:38:20,chennai,13.034181,80.235772,t_nagar,OLA_BIKE_02
2024-04-12 13:33:58,chennai,13.07861,80.204231,cmbt_anna_nagar,RAPIDO_01
2024-04-23 07:40:34,chennai,13.026266,80.245511,t_nagar,OLA_AUTO_01
2024-04-05 09:33:09,chennai,12.973896,80.255993,omr_it_corridor,OLA_AUTO_01
2024-04-30 01:57:47,chennai,13.079849,80.215082,cmbt_anna_nagar,OLA_BIKE_01
2024-04-01 12:06:25,chennai,12.998942,80.225053,velachery,RAPIDO_01
2024-04-17 10:25:45,chennai,13.071126,80.19729,cmbt_anna_nagar,OLA_BIKE_02
2024-04-26 00:19:56,chennai,13.074186,80.229913,cmbt_anna_nagar,OLA_AUTO_01
2024-04-30 09:24:08,chennai,12.969232,80.22069,omr_it_corridor,OLA_BIKE_02
2024-04-02 06:25:56,chennai,12.990635,80.2292,velachery,OLA_BIKE_02
2024-04-19 05:39:17,chennai,13.043893,80.256859,t_nagar,OLA_BIKE_02
2024-04-24 20:31:23,chennai,13.082251,80.230529,cmbt_anna_nagar,OLA_BIKE_01
2024-04-03 07:37:15,chennai,13.015285,80.223105,t_nagar,RAPIDO_01
2024-04-25 13:44:51,chennai,13.016201,80.227173,guindy_kathipara,OLA_BIKE_02
2024-04-24 06:03:41,chennai,13.027187,80.227829,t_nagar,OLA_BIKE_01
2024-04-14 21:44:42,chennai,13.043795,80.220009,t_nagar,OLA_BIKE_01
2024-04-07 06:38:55,chennai,13.079541,80.294437,chennai_central,OLA_AUTO_01
2024-04-01 21:02:46,chennai,12.962623,80.217094,velachery,OLA_AUTO_01
2024-04-30 00:07:55,chennai,13.045076,80.241082,t_nagar,OLA_AUTO_01
2024-04-29 18:06:53,chennai,13.072323,80.268026,chennai_central,RAPIDO_01
2024-04-20 16:34:00,chennai,13.038322,80.238654,t_nagar,RAPIDO_01
2024-04-12 09:25:46,chennai,13.027686,80.253171,t_nagar,OLA_BIKE_01
2024-04-18 09:32:45,chennai,12.978096,80.236707,velachery,OLA_AUTO_01
2024-04-26 20:50:00,chennai,12.957645,80.225997,omr_it_corridor,OLA_BIKE_02
2024-04-02 11:32:28,chennai,13.071246,80.28121,chennai_central,RAPIDO_01
2024-04-19 20:11:20,chennai,12.96971,80.196402,velachery,OLA_AUTO_01
2024-04-05 15:51:30,chennai,13.008866,80.197188,guindy_kathipara,OLA_BIKE_02
2024-04-06 18:37:26,chennai,12.971456,80.195047,velachery,OLA_BIKE_01
2024-04-30 11:53:41,chennai,13.066892,80.20188,cmbt_anna_nagar,OLA_BIKE_02
2024-04-01 06:05:59,chennai,13.07157,80.26216,chennai_central,OLA_AUTO_01
2024-04-21 19:39:52,chennai,13.01669,80.186038,guindy_kathipara,OLA_AUTO_01
2024-04-23 14:48:29,chennai,12.964131,80.212793,velachery,OLA_BIKE_02
2024-04-22 06:45:56,chennai,12.96344,80.217469,velachery,OLA_AUTO_01
2024-04-03 15:29:36,chennai,12.987332,80.216388,velachery,OLA_BIKE_01
2024-04-27 04:36:30,chennai,13.044899,80.199283,t_nagar,OLA_BIKE_01
2024-04-17 00:30:50,chennai,13.042778,80.256237,t_nagar,OLA_BIKE_02
2024-04-01 16:58:07,chennai,12.976179,80.222623,velachery,RAPIDO_01
2024-04-12 17:29:03,chennai,13.086127,80.29422,chennai_central,OLA_AUTO_01
2024-04-25 02:24:23,chennai,12.991245,80.205371,velachery,RAPIDO_01
2024-04-26 15:26:43,chennai,13.021132,80.222641,guindy_kathipara,OLA_AUTO_01
2024-04-18 07:36:16,chennai,12.943978,80.244692,omr_it_corridor,OLA_BIKE_02
2024-04-22 19:53:33,chennai,13.048107,80.192094,t_nagar,OLA_AUTO_01
2024-04-06 02:09:52,chennai,13.033636,80.223363,t_nagar,OLA_BIKE_01
2024-04-01 10:55:53,chennai,13.074959,80.286369,chennai_central,OLA_BIKE_01
2024-04-27 12:10:27,chennai,13.082021,80.277018,chennai_central,OLA_AUTO_01
2024-04-01 18:08:38,chennai,13.042873,80.271122,t_nagar,RAPIDO_01
2024-04-09 20:35:13,chennai,13.094657,80.270436,chennai_central,OLA_BIKE_01
2024-04-18 17:21:06,chennai,13.038632,80.223652,t_nagar,OLA_AUTO_01
2024-04-05 19:48:00,chennai,13.030121,80.216146,t_nagar,OLA_BIKE_02
2024-04-09 22:05:46,chennai,13.096785,80.196675,cmbt_anna_nagar,OLA_BIKE_01
2024-04-10 09:52:48,chennai,13.092704,80.202547,cmbt_anna_nagar,OLA_BIKE_02
2024-04-03 14:34:41,chennai,13.032787,80.229146,t_nagar,OLA_BIKE_02
2024-04-17 05:06:44,chennai,13.063303,80.279665,t_nagar,OLA_AUTO_01
2024-04-18 03:13:35,chennai,12.960102,80.237427,omr_it_corridor,OLA_BIKE_01
2024-04-04 02:52:16,chennai,13.09416,80.27299,chennai_central,OLA_BIKE_02
2024-04-28 22:49:36,chennai,12.96716,80.228062,velachery,OLA_BIKE_02
2024-04-16 02:46:42,chennai,12.97371,80.2407,omr_it_corridor,OLA_BIKE_01
2024-04-03 01:23:09,chennai,13.039255,80.259825,t_nagar,OLA_AUTO_01
2024-04-19 01:48:49,chennai,12.99685,80.193899,guindy_kathipara,OLA_BIKE_01
2024-04-10 16:34:51,chennai,13.00115,80.227486,guindy_kathipara,OLA_BIKE_02
2024-04-26 17:26:49,chennai,13.06128,80.222436,cmbt_anna_nagar,OLA_BIKE_01
2024-04-15 20:35:43,chennai,13.041446,80.261302,t_nagar,RAPIDO_01
2024-04-08 21:21:09,chennai,13.089268,80.177829,cmbt_anna_nagar,RAPIDO_01
2024-04-13 22:50:43,chennai,12.994338,80.21716,velachery,OLA_AUTO_01
2024-04-26 13:01:43,chennai,12.950512,80.214619,velachery,OLA_AUTO_01
2024-04-17 13:07:06,chennai,13.085433,80.194363,cmbt_anna_nagar,RAPIDO_01
2024-04-21 03:38:13,chennai,13.066623,80.214549,cmbt_anna_nagar,OLA_AUTO_01
2024-04-30 14:37:11,chennai,12.991774,80.186611,guindy_kathipara,OLA_AUTO_01
2024-04-29 12:53:24,chennai,12.980788,80.239342,omr_it_corridor,RAPIDO_01
2024-04-24 08:36:03,chennai,12.949894,80.230866,omr_it_corridor,OLA_BIKE_02
2024-04-02 05:28:01,chennai,12.979634,80.227029,velachery,OLA_BIKE_02
2024-04-20 05:38:29,chennai,13.014689,80.214064,guindy_kathipara,RAPIDO_01
2024-04-02 06:34:38,chennai,12.979002,80.22982,velachery,OLA_AUTO_01
2024-04-23 04:07:11,chennai,12.958793,80.227533,omr_it_corridor,RAPIDO_01
2024-04-25 12:50:23,chennai,12.980796,80.257504,omr_it_corridor,OLA_BIKE_02
2024-04-17 23:29:36,chennai,13.079323,80.260735,chennai_central,OLA_AUTO_01
2024-04-17 06:01:44,chennai,13.112434,80.196533,cmbt_anna_nagar,OLA_BIKE_02
2024-04-24 05:49:47,chennai,13.085427,80.260646,chennai_central,OLA_BIKE_01
2024-04-20 04:51:06,chennai,12.970066,80.209447,velachery,OLA_BIKE_02
2024-04-25 20:53:35,chennai,13.05903,80.215952,cmbt_anna_nagar,OLA_BIKE_01
2024-04-04 14:39:15,chennai,12.972381,80.234331,omr_it_corridor,OLA_BIKE_02
2024-04-26 13:48:19,chennai,13.037976,80.20625,guindy_kathipara,OLA_AUTO_01
2024-04-11 12:58:01,chennai,13.008707,80.207804,guindy_kathipara,OLA_BIKE_02
2024-04-19 14:33:38,chennai,13.075584,80.256036,chennai_central,OLA_BIKE_02
2024-04-02 15:34:43,chennai,12.955364,80.236124,omr_it_corridor,OLA_BIKE_02
2024-04-24 12:49:10,chennai,13.013428,80.196333,guindy_kathipara,OLA_BIKE_01
2024-04-27 18:13:07,chennai,12.971925,80.225376,omr_it_corridor,RAPIDO_01
2024-04-05 15:38:16,chennai,12.967268,80.210016,velachery,RAPIDO_01
2024-04-26 06:07:28,chennai,12.929195,80.21383,velachery,OLA_BIKE_02
2024-04-06 12:31:35,chennai,13.070249,80.277557,chennai_central,OLA_BIKE_02
2024-04-01 19:48:15,chennai,12.973291,80.223296,omr_it_corridor,OLA_BIKE_02
2024-04-09 14:39:34,chennai,13.079755,80.251504,chennai_central,OLA_AUTO_01
2024-04-11 06:25:21,chennai,13.086594,80.260395,chennai_central,OLA_BIKE_02
2024-04-13 05:32:11,chennai,12.968591,80.217448,velachery,OLA_AUTO_01
2024-04-10 13:23:36,chennai,12.978431,80.221527,velachery,OLA_BIKE_02
2024-04-05 08:05:05,chennai,13.087418,80.281482,chennai_central,RAPIDO_01
2024-04-22 11:48:46,chennai,13.005103,80.186466,guindy_kathipara,OLA_AUTO_01
2024-04-20 04:47:25,chennai,12.945284,80.232857,omr_it_corridor,OLA_BIKE_02
2024-04-24 10:59:53,chennai,13.087698,80.189354,cmbt_anna_nagar,RAPIDO_01
2024-04-07 10:03:14,chennai,12.977385,80.228537,omr_it_corridor,OLA_AUTO_01
2024-04-02 17:01:58,chennai,13.081345,80.292845,chennai_central,OLA_BIKE_01
2024-04-08 11:14:23,chennai,13.004513,80.185619,guindy_kathipara,RAPIDO_01
2024-04-26 12:24:24,chennai,12.944878,80.226792,velachery,OLA_BIKE_02
2024-04-02 16:57:23,chennai,12.968222,80.252941,omr_it_corridor,OLA_AUTO_01
2024-04-18 13:59:23,chennai,12.965857,80.236253,omr_it_corridor,OLA_AUTO_01
2024-04-05 07:46:56,chennai,13.073264,80.271326,chennai_central,OLA_AUTO_01
2024-04-08 22:49:36,chennai,12.97638,80.199909,omr_it_corridor,RAPIDO_01
2024-04-17 08:54:07,chennai,13.093964,80.266343,chennai_central,OLA_BIKE_01
2024-04-29 14:43:09,chennai,12.972993,80.231129,velachery,OLA_AUTO_01
2024-04-02 08:43:16,chennai,13.082951,80.213487,cmbt_anna_nagar,RAPIDO_01
2024-04-15 08:44:42,chennai,12.987093,80.197839,guindy_kathipara,RAPIDO_01
2024-04-12 11:03:18,chennai,13.088777,80.264825,chennai_central,RAPIDO_01
2024-04-09 01:59:36,chennai,13.08102,80.212561,cmbt_anna_nagar,OLA_AUTO_01
2024-04-28 09:24:56,chennai,12.969673,80.267125,omr_it_corridor,OLA_BIKE_01
2024-04-29 16:05:54,chennai,13.047075,80.254373,t_nagar,OLA_BIKE_01
2024-04-09 01:53:22,chennai,13.005536,80.166472,guindy_kathipara,RAPIDO_01
2024-04-19 09:06:55,chennai,13.036663,80.221949,t_nagar,OLA_BIKE_02
2024-04-19 06:39:19,chennai,13.041043,80.229282,t_nagar,RAPIDO_01
2024-04-11 12:01:57,chennai,13.085861,80.260645,chennai_central,OLA_BIKE_02
2024-04-29 18:22:47,chennai,12.967088,80.249846,omr_it_corridor,RAPIDO_01
2024-04-04 17:13:04,chennai,13.083125,80.248751,chennai_central,OLA_AUTO_01
2024-04-22 09:06:31,chennai,13.017425,80.211296,guindy_kathipara,OLA_BIKE_01
2024-04-18 00:38:11,chennai,12.962204,80.217133,omr_it_corridor,OLA_BIKE_01
2024-04-08 17:37:14,chennai,12.968124,80.236381,omr_it_corridor,OLA_BIKE_02
2024-04-05 09:08:00,chennai,13.076106,80.269526,chennai_central,OLA_AUTO_01
2024-04-25 15:37:43,chennai,13.024164,80.204204,guindy_kathipara,OLA_BIKE_02
2024-04-10 03:59:31,chennai,12.963172,80.236478,omr_it_corridor,OLA_AUTO_01
2024-04-06 19:12:37,chennai,12.964873,80.244283,omr_it_corridor,OLA_AUTO_01
2024-04-03 03:13:43,chennai,13.013936,80.194028,guindy_kathipara,RAPIDO_01
2024-04-21 06:44:50,chennai,13.072955,80.264057,chennai_central,OLA_AUTO_01
2024-04-11 13:28:15,chennai,12.963455,80.243981,omr_it_corridor,OLA_AUTO_01
2024-04-21 16:05:54,chennai,12.974883,80.205836,velachery,OLA_BIKE_02
2024-04-02 13:01:12,chennai,12.963475,80.254554,omr_it_corridor,OLA_BIKE_02
2024-04-09 21:17:16,chennai,13.057067,80.248866,t_nagar,RAPIDO_01
2024-04-14 00:48:01,chennai,13.041071,80.231725,t_nagar,RAPIDO_01
2024-04-25 07:20:21,chennai,13.056717,80.232452,t_nagar,OLA_AUTO_01
2024-04-10 01:04:34,chennai,13.095405,80.209664,cmbt_anna_nagar,OLA_BIKE_02
2024-04-30 12:45:03,chennai,13.01301,80.24406,t_nagar,OLA_BIKE_01
2024-04-16 18:00:28,chennai,13.053395,80.229179,t_nagar,OLA_AUTO_01
2024-04-08 03:47:47,chennai,12.992813,80.224824,guindy_kathipara,RAPIDO_01
2024-04-14 04:20:48,chennai,12.96275,80.239143,omr_it_corridor,RAPIDO_01
2024-04-25 17:13:39,chennai,12.969886,80.285345,omr_it_corridor,RAPIDO_01
2024-04-11 03:50:44,chennai,12.980809,80.223374,velachery,OLA_BIKE_02
2024-04-06 13:20:47,chennai,12.975837,80.245512,velachery,RAPIDO_01
2024-04-20 18:25:23,chennai,12.981328,80.233657,velachery,OLA_BIKE_01
2024-04-13 19:37:27,chennai,13.086347,80.278738,chennai_central,OLA_AUTO_01
2024-04-11 21:05:03,chennai,13.003359,80.20454,guindy_kathipara,OLA_BIKE_02
2024-04-02 11:39:51,chennai,13.033567,80.22648,t_nagar,OLA_BIKE_01
2024-04-30 08:36:22,chennai,13.047685,80.223546,t_nagar,OLA_BIKE_01
2024-04-12 18:30:26,chennai,13.043366,80.228586,t_nagar,OLA_BIKE_01
2024-04-20 04:54:40,chennai,12.993211,80.205416,guindy_kathipara,RAPIDO_01
2024-04-23 01:14:39,chennai,12.984306,80.200972,velachery,OLA_AUTO_01
2024-04-28 05:50:39,chennai,13.014007,80.185274,guindy_kathipara,OLA_AUTO_01
2024-04-02 05:50:50,chennai,12.991267,80.229206,velachery,OLA_BIKE_02
2024-04-27 06:17:22,chennai,13.066917,80.283495,chennai_central,OLA_AUTO_01
2024-04-30 08:24:53,chennai,13.034441,80.219618,t_nagar,OLA_BIKE_01
2024-04-28 12:52:06,chennai,12.983661,80.238801,velachery,RAPIDO_01
2024-04-23 22:58:29,chennai,13.047516,80.228526,t_nagar,OLA_BIKE_01
2024-04-02 08:19:41,chennai,13.043835,80.225368,t_nagar,OLA_BIKE_01
2024-04-18 14:41:41,chennai,13.082907,80.216221,cmbt_anna_nagar,OLA_AUTO_01
2024-04-19 18:03:17,chennai,12.989585,80.208695,guindy_kathipara,RAPIDO_01
2024-04-26 19:54:20,chennai,12.94755,80.225194,omr_it_corridor,OLA_BIKE_01
2024-04-21 13:57:06,chennai,13.014546,80.189339,guindy_kathipara,OLA_AUTO_01
2024-04-23 02:53:41,chennai,12.963107,80.216266,velachery,OLA_BIKE_01
2024-04-14 21:09:46,chennai,13.075603,80.274171,chennai_central,OLA_BIKE_02
2024-04-24 07:34:44,chennai,12.966596,80.229516,omr_it_corridor,RAPIDO_01
2024-04-29 10:33:04,chennai,13.021268,80.231057,t_nagar,OLA_BIKE_01
2024-04-17 09:56:15,chennai,13.055006,80.233113,t_nagar,RAPIDO_01
2024-04-09 10:45:03,chennai,13.037629,80.260055,t_nagar,OLA_AUTO_01
2024-04-25 19:14:26,chennai,13.094031,80.184185,cmbt_anna_nagar,OLA_BIKE_01
2024-04-18 12:58:56,chennai,12.961152,80.247646,omr_it_corridor,OLA_AUTO_01
2024-04-21 09:00:27,chennai,13.072188,80.205706,cmbt_anna_nagar,OLA_BIKE_02
2024-04-02 10:28:43,chennai,13.042056,80.230744,t_nagar,RAPIDO_01
2024-04-11 20:01:33,chennai,13.02727,80.256123,t_nagar,OLA_AUTO_01
