datetime,rain_1h,visibility,pressure,is_holiday,is_weekend
2024-01-05 14:00:00,0.0,9971.2,1009.6,0,0
2024-01-05 15:00:00,0.0,9683.8,1007.6,0,0
2024-01-05 16:00:00,3.9,8846.3,1016.6,0,0
2024-01-05 17:00:00,0.0,9479.6,1005.2,0,0
2024-01-05 18:00:00,0.0,9343.0,1014.7,0,0
2024-01-05 19:00:00,0.0,8426.6,1017.5,0,0
2024-01-05 20:00:00,0.0,8678.1,1016.0,0,0
2024-01-05 21:00:00,0.0,9026.2,1011.3,0,0
2024-01-05 22:00:00,0.0,9275.7,1007.0,0,0
2024-01-05 23:00:00,0.0,9085.8,1016.2,0,0
2024-01-06 00:00:00,0.0,8946.0,1019.3,0,1
2024-01-06 01:00:00,0.0,8886.3,1010.4,0,1
2024-01-06 02:00:00,0.0,8996.5,1015.8,0,1
2024-01-06 03:00:00,0.0,8868.7,1021.2,0,1
2024-01-06 04:00:00,0.0,9082.7,1014.9,0,1
2024-01-06 05:00:00,0.0,9776.0,1011.3,0,1
2024-01-06 06:00:00,0.0,9265.7,1018.5,0,1
2024-01-06 07:00:00,0.0,9445.2,1009.6,0,1
2024-01-06 08:00:00,0.0,9195.0,1006.8,0,1
2024-01-06 09:00:00,0.0,9286.0,1017.3,0,1
2024-01-06 10:00:00,0.0,9156.7,1011.2,0,1
2024-01-06 11:00:00,0.0,8053.7,1011.7,0,1
2024-01-06 12:00:00,0.0,9999.2,1010.1,0,1
2024-01-06 13:00:00,0.0,8067.2,1010.9,0,1
2024-01-06 14:00:00,0.03,8790.3,1020.3,0,1
2024-01-06 15:00:00,0.0,8210.2,1021.6,0,1
2024-01-06 16:00:00,0.0,8193.9,1022.2,0,1
2024-01-06 17:00:00,0.0,9587.1,1018.7,0,1
2024-01-06 18:00:00,0.0,8851.9,1015.6,0,1
2024-01-06 19:00:00,10.05,2785.6,1006.1,0,1
2024-01-06 20:00:00,1.59,8545.6,1012.3,0,1
2024-01-06 21:00:00,0.0,8512.9,1024.0,0,1
2024-01-06 22:00:00,0.0,8502.5,1011.1,0,1
2024-01-06 23:00:00,0.0,9232.3,1020.8,0,1
2024-01-07 00:00:00,0.0,9630.0,1013.5,0,1
2024-01-07 01:00:00,0.0,8904.5,999.9,0,1
2024-01-07 02:00:00,0.0,8758.5,1016.5,0,1
2024-01-07 03:00:00,0.0,9947.2,1019.6,0,1
2024-01-07 04:00:00,0.0,8233.5,1013.0,0,1
2024-01-07 05:00:00,0.0,8973.3,1019.4,0,1
2024-01-07 06:00:00,0.0,8817.0,1004.9,0,1
2024-01-07 07:00:00,0.0,8196.3,1006.3,0,1
2024-01-07 08:00:00,0.0,8536.4,1014.3,0,1
2024-01-07 09:00:00,0.0,8056.9,1015.6,0,1
2024-01-07 10:00:00,0.31,9753.9,1020.0,0,1
2024-01-07 11:00:00,0.0,9215.7,1016.4,0,1
2024-01-07 12:00:00,0.0,9630.0,1007.3,0,1
2024-01-07 13:00:00,0.0,9043.1,1014.3,0,1
2024-01-07 14:00:00,0.0,9199.0,1016.3,0,1
2024-01-07 15:00:00,0.0,9401.7,1003.9,0,1
2024-01-07 16:00:00,0.0,9816.0,1013.0,0,1
2024-01-07 17:00:00,0.0,8183.5,1011.6,0,1
2024-01-07 18:00:00,0.0,8661.9,1010.0,0,1
2024-01-07 19:00:00,0.0,9418.1,1015.7,0,1
2024-01-07 20:00:00,0.0,9916.7,1007.5,0,1
2024-01-07 21:00:00,0.0,9961.6,1015.3,0,1
2024-01-07 22:00:00,0.0,9276.2,1016.0,0,1
2024-01-07 23:00:00,0.0,8387.2,1018.7,0,1
2024-01-08 00:00:00,0.0,8238.4,1007.6,0,0
2024-01-08 01:00:00,0.0,9892.1,1005.7,0,0
2024-01-08 02:00:00,0.0,8867.9,1014.6,0,0
2024-01-08 03:00:00,0.0,8389.6,1011.8,0,0
2024-01-08 04:00:00,0.0,9867.8,1027.8,0,0
2024-01-08 05:00:00,0.0,8209.0,1015.5,0,0
2024-01-08 06:00:00,0.0,9459.1,1013.5,0,0
2024-01-08 07:00:00,0.0,9250.5,1012.4,0,0
2024-01-08 08:00:00,0.0,8175.5,1007.2,0,0
2024-01-08 09:00:00,0.0,8677.5,1016.1,0,0
2024-01-08 10:00:00,1.73,8299.9,1012.9,0,0
2024-01-08 11:00:00,0.0,9209.0,1012.9,0,0
2024-01-08 12:00:00,0.0,8954.2,1013.7,0,0
2024-01-08 13:00:00,0.0,8008.6,1014.4,0,0
2024-01-08 14:00:00,6.97,1452.7,1004.6,0,0
2024-01-08 15:00:00,0.0,8699.2,1017.4,0,0
2024-01-08 16:00:00,0.0,8516.4,1009.0,0,0
2024-01-08 17:00:00,0.0,8444.9,1012.6,0,0
2024-01-08 18:00:00,0.0,8317.6,1019.7,0,0
2024-01-08 19:00:00,0.0,9998.3,1022.1,0,0
2024-01-08 20:00:00,0.0,8590.2,1004.7,0,0
2024-01-08 21:00:00,0.0,8811.0,1013.4,0,0
2024-01-08 22:00:00,0.0,9742.7,1014.6,0,0
2024-01-08 23:00:00,0.0,9283.8,1005.7,0,0
2024-01-09 00:00:00,0.0,8737.4,1017.3,0,0
2024-01-09 01:00:00,0.0,9796.7,1013.8,0,0
2024-01-09 02:00:00,0.0,9499.4,1014.2,0,0
2024-01-09 03:00:00,0.0,8455.8,1008.7,0,0
2024-01-09 04:00:00,0.0,9287.5,1015.3,0,0
2024-01-09 05:00:00,0.0,9844.8,1017.4,0,0
2024-01-09 06:00:00,0.0,8992.9,1013.9,0,0
2024-01-09 07:00:00,0.0,9467.2,1010.7,0,0
2024-01-09 08:00:00,0.0,9942.2,1011.1,0,0
2024-01-09 09:00:00,0.0,9380.8,1014.4,0,0
2024-01-09 10:00:00,0.0,8204.9,1013.5,0,0
2024-01-09 11:00:00,0.0,8489.1,1017.8,0,0
2024-01-09 12:00:00,0.0,9190.2,1010.8,0,0
2024-01-09 13:00:00,0.0,8551.1,1007.2,0,0
2024-01-09 14:00:00,0.0,9915.1,1015.0,0,0
2024-01-09 15:00:00,0.0,8810.7,1010.9,0,0
2024-01-09 16:00:00,0.0,8914.5,1017.2,0,0
2024-01-09 17:00:00,0.0,9403.2,1013.3,0,0
2024-01-09 18:00:00,0.0,9048.5,1016.5,0,0
2024-01-09 19:00:00,0.0,8764.3,1008.2,0,0
2024-01-09 20:00:00,0.0,8153.3,1014.0,0,0
2024-01-09 21:00:00,0.0,9192.9,1009.8,0,0
2024-01-09 22:00:00,0.0,9735.2,1007.1,0,0
2024-01-09 23:00:00,0.0,9371.5,1008.9,0,0
2024-01-10 00:00:00,0.0,8763.0,1010.5,0,0
2024-01-10 01:00:00,0.0,8255.5,1019.5,0,0
2024-01-10 02:00:00,0.0,9632.7,1010.4,0,0
2024-01-10 03:00:00,0.0,9883.5,1006.9,0,0
2024-01-10 04:00:00,0.0,8776.5,1013.9,0,0
2024-01-10 05:00:00,0.0,9457.3,1013.4,0,0
2024-01-10 06:00:00,0.0,8821.5,1010.8,0,0
2024-01-10 07:00:00,0.0,9004.5,1012.4,0,0
2024-01-10 08:00:00,0.0,9673.0,1018.1,0,0
2024-01-10 09:00:00,0.0,8166.8,1016.6,0,0
2024-01-10 10:00:00,1.65,9060.7,1016.2,0,0
2024-01-10 11:00:00,0.0,8429.2,1007.3,0,0
2024-01-10 12:00:00,0.0,8679.6,1027.7,0,0
2024-01-10 13:00:00,0.0,9288.9,1018.5,0,0
2024-01-10 14:00:00,0.0,8054.5,1015.8,0,0
2024-01-10 15:00:00,0.0,9187.7,1007.4,0,0
2024-01-10 16:00:00,0.0,8566.9,1018.0,0,0
2024-01-10 17:00:00,0.0,9339.0,1010.7,0,0
2024-01-10 18:00:00,0.0,8283.2,1012.3,0,0
2024-01-10 19:00:00,0.0,9471.6,1004.8,0,0
2024-01-10 20:00:00,0.0,9291.3,1007.0,0,0
2024-01-10 21:00:00,0.0,9942.5,1015.4,0,0
2024-01-10 22:00:00,0.0,9822.5,1018.3,0,0
2024-01-10 23:00:00,0.0,8566.6,1016.7,0,0
2024-01-11 00:00:00,8.57,2101.8,1016.5,0,0
2024-01-11 01:00:00,2.61,9310.7,1012.9,0,0
2024-01-11 02:00:00,0.0,9205.8,1011.2,0,0
2024-01-11 03:00:00,0.0,8054.9,1014.7,0,0
2024-01-11 04:00:00,0.0,8245.4,1017.4,0,0
2024-01-11 05:00:00,1.46,9169.4,1013.3,0,0
2024-01-11 06:00:00,0.0,9823.7,1019.3,0,0
2024-01-11 07:00:00,3.02,9813.0,1012.2,0,0
2024-01-11 08:00:00,2.41,8303.0,1008.3,0,0
2024-01-11 09:00:00,0.0,8769.1,1013.2,0,0
2024-01-11 10:00:00,0.0,8086.4,1013.8,0,0
2024-01-11 11:00:00,0.0,8938.5,1012.8,0,0
2024-01-11 12:00:00,0.0,9506.2,1019.7,0,0
2024-01-11 13:00:00,0.0,9579.9,1017.3,0,0
2024-01-11 14:00:00,0.0,8998.0,1006.1,0,0
2024-01-11 15:00:00,0.0,8191.7,1020.9,0,0
2024-01-11 16:00:00,0.38,8762.7,999.5,0,0
2024-01-11 17:00:00,0.0,9864.2,1024.0,0,0
2024-01-11 18:00:00,0.0,8459.2,1011.8,0,0
2024-01-11 19:00:00,0.0,8639.5,1012.3,0,0
2024-01-11 20:00:00,0.0,9493.7,1012.9,0,0
2024-01-11 21:00:00,7.18,1918.3,1015.2,0,0
2024-01-11 22:00:00,0.0,9824.4,1013.2,0,0
2024-01-11 23:00:00,0.0,8776.2,1012.6,0,0
2024-01-12 00:00:00,0.0,9029.2,1019.8,0,0
2024-01-12 01:00:00,0.0,8934.8,1016.1,0,0
2024-01-12 02:00:00,0.0,9855.5,1008.5,0,0
2024-01-12 03:00:00,0.0,9538.7,1017.0,0,0
2024-01-12 04:00:00,0.0,9662.9,1015.9,0,0
2024-01-12 05:00:00,0.0,8266.2,1010.5,0,0
2024-01-12 06:00:00,0.0,9583.7,1017.2,0,0
2024-01-12 07:00:00,0.0,8866.0,1012.5,0,0
2024-01-12 08:00:00,0.0,8046.7,1012.1,0,0
2024-01-12 09:00:00,0.0,8120.2,1012.0,0,0
2024-01-12 10:00:00,0.0,9355.8,1001.1,0,0
2024-01-12 11:00:00,0.0,8744.0,1010.6,0,0
2024-01-12 12:00:00,0.0,9736.2,1016.8,0,0
2024-01-12 13:00:00,0.0,9468.5,1013.1,0,0
2024-01-12 14:00:00,0.0,8043.4,1006.8,0,0
2024-01-12 15:00:00,0.0,9373.8,1018.1,0,0
2024-01-12 16:00:00,0.0,8384.7,1011.8,0,0
2024-01-12 17:00:00,0.0,8845.2,1007.1,0,0
2024-01-12 18:00:00,0.0,9249.5,1024.3,0,0
2024-01-12 19:00:00,0.0,9745.4,1008.0,0,0
2024-01-12 20:00:00,0.0,8912.2,1017.6,0,0
2024-01-12 21:00:00,0.0,9617.0,1009.4,0,0
2024-01-12 22:00:00,0.0,9565.9,1013.9,0,0
2024-01-12 23:00:00,0.0,8829.1,1008.7,0,0
2024-01-13 00:00:00,0.0,9002.0,1007.1,0,1
2024-01-13 01:00:00,0.0,9401.0,1015.9,0,1
2024-01-13 02:00:00,0.0,8062.3,1015.3,0,1
2024-01-13 03:00:00,0.0,9781.6,1019.0,0,1
2024-01-13 04:00:00,0.0,9539.6,1013.1,0,1
2024-01-13 05:00:00,0.0,8498.8,1024.4,0,1
2024-01-13 06:00:00,0.0,9962.4,1014.6,0,1
2024-01-13 07:00:00,0.0,8358.8,1016.1,0,1
2024-01-13 08:00:00,0.0,9828.2,1006.5,0,1
2024-01-13 09:00:00,0.0,8648.9,1010.2,0,1
2024-01-13 10:00:00,0.0,9526.3,1015.8,0,1
2024-01-13 11:00:00,0.0,8912.8,1012.8,0,1
2024-01-13 12:00:00,0.0,9472.9,1014.2,0,1
2024-01-13 13:00:00,0.0,8311.6,1009.2,0,1
2024-01-13 14:00:00,0.0,8539.0,1013.9,0,1
2024-01-13 15:00:00,0.0,8199.7,1013.8,0,1
2024-01-13 16:00:00,0.0,9730.3,1007.3,0,1
2024-01-13 17:00:00,2.18,8592.6,1016.5,0,1
2024-01-13 18:00:00,0.0,9389.0,1004.7,0,1
2024-01-13 19:00:00,0.0,9640.4,1014.2,0,1
2024-01-13 20:00:00,0.0,9802.8,1022.1,0,1
2024-01-13 21:00:00,0.0,8212.6,1016.7,0,1
2024-01-13 22:00:00,0.0,9786.0,1016.6,0,1
2024-01-13 23:00:00,0.0,8394.5,1008.8,0,1
2024-01-14 00:00:00,0.0,9473.8,1022.1,0,1
2024-01-14 01:00:00,2.55,9457.7,1020.1,0,1
2024-01-14 02:00:00,0.0,8017.0,1009.0,0,1
2024-01-14 03:00:00,0.0,8441.2,1010.9,0,1
2024-01-14 04:00:00,0.0,8983.8,1019.5,0,1
2024-01-14 05:00:00,0.0,8840.1,1022.2,0,1
2024-01-14 06:00:00,0.0,9837.1,1006.9,0,1
2024-01-14 07:00:00,0.0,8719.5,1008.2,0,1
2024-01-14 08:00:00,0.0,9874.0,1012.5,0,1
2024-01-14 09:00:00,0.0,8918.9,1002.4,0,1
2024-01-14 10:00:00,0.0,9928.7,1013.3,0,1
2024-01-14 11:00:00,0.0,9474.7,1019.2,0,1
2024-01-14 12:00:00,1.4,9658.7,1006.1,0,1
2024-01-14 13:00:00,0.0,8209.8,1013.9,0,1
2024-01-14 14:00:00,0.0,9172.3,1010.3,0,1
2024-01-14 15:00:00,0.0,8285.4,1021.4,0,1
2024-01-14 16:00:00,0.0,8595.2,1010.4,0,1
2024-01-14 17:00:00,0.0,9247.1,1020.8,0,1
2024-01-14 18:00:00,0.0,9452.5,1010.3,0,1
2024-01-14 19:00:00,0.0,8078.4,1017.1,0,1
2024-01-14 20:00:00,0.0,9061.9,1014.5,0,1
2024-01-14 21:00:00,0.0,9130.6,1012.6,0,1
2024-01-14 22:00:00,0.0,8157.7,1009.3,0,1
2024-01-14 23:00:00,0.0,9001.4,1014.9,0,1
2024-01-15 00:00:00,0.0,9427.7,1011.0,0,0
2024-01-15 01:00:00,0.0,8106.5,1009.8,0,0
2024-01-15 02:00:00,0.0,9520.5,1020.6,0,0
2024-01-15 03:00:00,0.0,9152.9,1016.0,0,0
2024-01-15 04:00:00,0.0,9666.5,1016.5,0,0
2024-01-15 05:00:00,0.0,8436.1,1011.3,0,0
2024-01-15 06:00:00,0.0,9666.5,1012.3,0,0
2024-01-15 07:00:00,0.0,8189.1,1012.0,0,0
2024-01-15 08:00:00,0.0,8807.7,1014.9,0,0
2024-01-15 09:00:00,0.0,8399.0,1016.5,0,0
2024-01-15 10:00:00,0.0,9752.0,1013.1,0,0
2024-01-15 11:00:00,0.0,9409.8,1009.3,0,0
2024-01-15 12:00:00,0.0,8050.7,1017.1,0,0
2024-01-15 13:00:00,0.0,8019.0,1013.4,0,0
2024-01-15 14:00:00,0.0,8582.5,1006.0,0,0
2024-01-15 15:00:00,0.0,8286.6,1002.6,0,0
2024-01-15 16:00:00,0.0,9260.6,1014.7,0,0
2024-01-15 17:00:00,0.0,9327.6,1009.1,0,0
2024-01-15 18:00:00,0.0,9883.9,1015.4,0,0
2024-01-15 19:00:00,0.0,9904.1,1009.4,0,0
2024-01-15 20:00:00,0.0,9317.8,1013.9,0,0
2024-01-15 21:00:00,0.0,8011.4,1011.4,0,0
2024-01-15 22:00:00,9.72,1727.9,1022.0,0,0
2024-01-15 23:00:00,0.0,9026.3,1018.0,0,0
2024-01-16 00:00:00,0.0,8998.4,1020.0,0,0
2024-01-16 01:00:00,0.0,9206.7,1013.4,0,0
2024-01-16 02:00:00,0.0,9921.1,1017.4,0,0
2024-01-16 03:00:00,0.0,9770.4,1013.7,0,0
2024-01-16 04:00:00,1.75,8217.8,1020.6,0,0
2024-01-16 05:00:00,0.0,8532.0,1012.9,0,0
2024-01-16 06:00:00,1.88,9666.2,1006.3,0,0
2024-01-16 07:00:00,0.0,9648.6,1003.3,0,0
2024-01-16 08:00:00,0.0,8550.7,1021.6,0,0
2024-01-16 09:00:00,0.0,9461.2,1015.6,0,0
2024-01-16 10:00:00,0.0,9344.1,1016.0,0,0
2024-01-16 11:00:00,0.0,8947.0,1020.7,0,0
2024-01-16 12:00:00,0.0,8402.9,1005.0,0,0
2024-01-16 13:00:00,0.0,9777.3,1011.5,0,0
2024-01-16 14:00:00,0.0,9355.7,1012.1,0,0
2024-01-16 15:00:00,0.0,8338.0,1017.0,0,0
2024-01-16 16:00:00,0.0,9409.6,1009.8,0,0
2024-01-16 17:00:00,0.0,9482.9,1007.2,0,0
2024-01-16 18:00:00,0.0,9773.8,1007.2,0,0
2024-01-16 19:00:00,0.0,8445.7,1019.0,0,0
2024-01-16 20:00:00,0.0,9977.5,1009.5,0,0
2024-01-16 21:00:00,0.0,8306.8,1010.5,0,0
2024-01-16 22:00:00,0.0,9201.4,1016.4,0,0
2024-01-16 23:00:00,0.0,9314.4,1009.8,0,0
2024-01-17 00:00:00,0.0,8837.9,1004.7,0,0
2024-01-17 01:00:00,0.0,8950.1,1005.3,0,0
2024-01-17 02:00:00,0.0,9781.8,1013.0,0,0
2024-01-17 03:00:00,0.0,9290.5,1015.7,0,0
2024-01-17 04:00:00,0.0,8994.0,1012.2,0,0
2024-01-17 05:00:00,0.0,8256.7,1015.4,0,0
2024-01-17 06:00:00,2.74,8014.7,1005.2,0,0
2024-01-17 07:00:00,0.0,8249.9,1005.5,0,0
2024-01-17 08:00:00,0.0,9912.4,1024.5,0,0
2024-01-17 09:00:00,0.0,9528.2,1019.4,0,0
2024-01-17 10:00:00,0.0,9934.2,1017.1,0,0
2024-01-17 11:00:00,0.47,8071.4,1010.0,0,0
2024-01-17 12:00:00,0.0,9360.4,1012.1,0,0
2024-01-17 13:00:00,0.0,8088.6,1013.2,0,0
2024-01-17 14:00:00,0.0,9564.1,1019.8,0,0
2024-01-17 15:00:00,0.0,8761.9,1015.3,0,0
2024-01-17 16:00:00,0.0,8191.5,1015.9,0,0
2024-01-17 17:00:00,0.0,9136.1,1012.4,0,0
2024-01-17 18:00:00,0.0,8560.2,1017.2,0,0
2024-01-17 19:00:00,0.0,9319.1,1014.8,0,0
2024-01-17 20:00:00,0.0,9316.3,1013.5,0,0
2024-01-17 21:00:00,0.0,9410.0,1009.5,0,0
2024-01-17 22:00:00,0.0,9984.9,1012.7,0,0
2024-01-17 23:00:00,0.0,8773.4,1007.9,0,0
2024-01-18 00:00:00,0.0,8930.6,1013.0,0,0
2024-01-18 01:00:00,0.0,9609.2,1013.7,0,0
2024-01-18 02:00:00,0.0,9156.7,1001.2,0,0
2024-01-18 03:00:00,6.77,1792.9,1012.1,0,0
2024-01-18 04:00:00,0.11,9686.2,1007.4,0,0
2024-01-18 05:00:00,0.0,8103.0,1015.7,0,0
2024-01-18 06:00:00,0.0,8341.6,1016.4,0,0
2024-01-18 07:00:00,0.0,8204.2,1011.1,0,0
2024-01-18 08:00:00,0.0,8155.9,1016.0,0,0
2024-01-18 09:00:00,0.0,8051.4,1016.2,0,0
2024-01-18 10:00:00,0.0,8110.1,1012.1,0,0
2024-01-18 11:00:00,0.0,8884.9,1020.9,0,0
2024-01-18 12:00:00,0.0,8505.7,1009.6,0,0
2024-01-18 13:00:00,0.0,8253.1,1020.6,0,0
2024-01-18 14:00:00,0.0,9317.4,1012.1,0,0
2024-01-18 15:00:00,0.0,8452.2,1009.0,0,0
2024-01-18 16:00:00,0.0,8037.9,1011.5,0,0
2024-01-18 17:00:00,0.0,8836.8,1007.8,0,0
2024-01-18 18:00:00,0.0,8620.9,1017.2,0,0
2024-01-18 19:00:00,0.0,8637.2,1005.2,0,0
2024-01-18 20:00:00,0.0,8890.5,1020.2,0,0
2024-01-18 21:00:00,0.0,9337.8,1008.6,0,0
2024-01-18 22:00:00,0.0,9233.0,1017.4,0,0
2024-01-18 23:00:00,0.0,9874.5,1013.4,0,0
2024-01-19 00:00:00,0.0,9035.4,1014.6,0,0
2024-01-19 01:00:00,0.0,8945.1,1010.3,0,0
2024-01-19 02:00:00,0.0,8426.8,1015.0,0,0
2024-01-19 03:00:00,0.0,9510.8,1013.9,0,0
2024-01-19 04:00:00,0.0,8281.6,1006.0,0,0
2024-01-19 05:00:00,0.0,8982.3,1008.4,0,0
2024-01-19 06:00:00,0.0,8842.6,1010.5,0,0
2024-01-19 07:00:00,0.0,9316.6,1009.5,0,0
2024-01-19 08:00:00,0.0,9835.2,1019.5,0,0
2024-01-19 09:00:00,2.05,9893.2,1013.3,0,0
2024-01-19 10:00:00,0.0,8335.6,1009.4,0,0
2024-01-19 11:00:00,0.0,8523.6,1010.8,0,0
2024-01-19 12:00:00,0.0,9623.3,1010.7,0,0
2024-01-19 13:00:00,0.28,9036.6,1011.8,0,0
2024-01-19 14:00:00,2.43,8906.1,1007.9,0,0
2024-01-19 15:00:00,0.0,9421.3,1009.2,0,0
2024-01-19 16:00:00,0.0,9203.8,1017.1,0,0
